"result_id","dataset","scene","system/arm","pipeline_stage","metric_name","numerator","denominator","value","threshold_or_k","scope","comparison_group","development_or_transfer_status","primary_source_artifact","source_commit_or_tag","notes"
"F12","ARKitScenes","arkitscenes_41069025","current typed graph","spatial QA answering — representation kill test, 6 common room-observable questions","false-confident rate","—","6","1.000","151 NEAR edges","delivered","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Every answer it gave was wrong."
"F13","ARKitScenes","arkitscenes_41069025","direct visual VLM (blinded multi-view RGB)","spatial QA answering — representation kill test, 6 common room-observable questions","correct","4","6","4 / 6","18 frames in equal capture-time bins, highest-information RGB per bin","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Blinded response from a fresh Claude vision conversation (anthropic / claude-opus-5) given only the contact sheet and prompt.txt. Blinding is PROCEDURAL (owner-enforced isolation), not enforced by the repository — the doc says so explicitly. Doc preserves 4/6 as measured and forbids retro-fitting the key."
"F14","ARKitScenes","arkitscenes_41069025","direct visual VLM (blinded multi-view RGB)","spatial QA answering — representation kill test, 6 common room-observable questions","wrong","2","6","2 / 6","18-frame contact sheet","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Both failures (q2_trash_can_cardinality, q3_counter_cardinality) are common to all four arms and the doc calls them 'partly definitional' — counting conventions the key does not state."
"F15","ARKitScenes","arkitscenes_41069025","direct visual VLM (blinded multi-view RGB)","spatial QA answering — representation kill test, 6 common room-observable questions","unanswered","0","6","0 / 6","18-frame contact sheet","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Answered every question."
"F16","ARKitScenes","arkitscenes_41069025","direct visual VLM (blinded multi-view RGB)","spatial QA answering — representation kill test, 6 common room-observable questions","coverage","—","6","1.000","18-frame contact sheet","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Gitignored report: 1.0."
"F17","ARKitScenes","arkitscenes_41069025","direct visual VLM (blinded multi-view RGB)","spatial QA answering — representation kill test, 6 common room-observable questions","exact accuracy","4","6","0.667","18-frame contact sheet","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Doc: 'Direct multi-view RGB is currently the strongest answer source, 4/6 vs 0/6.' One scene, six questions, one blinded response — a screening result that does not generalize."
"F18","ARKitScenes","arkitscenes_41069025","direct visual VLM (blinded multi-view RGB)","spatial QA answering — representation kill test, 6 common room-observable questions","false-confident rate","—","6","0.333","18-frame contact sheet","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Gitignored report: 0.3333."
"F19","ARKitScenes","arkitscenes_41069025","evidence-aware hybrid","spatial QA answering — representation kill test, 6 common room-observable questions","correct","4","6","4 / 6","route to graph only if question is support_relation AND graph materializes an answer; two-view abstention gate","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Doc: 'The hybrid is exactly the direct arm.' The router never reached the graph and the two-view abstention gate never fired. This is not an independent measurement of a hybrid architecture."
"F20","ARKitScenes","arkitscenes_41069025","evidence-aware hybrid","spatial QA answering — representation kill test, 6 common room-observable questions","wrong","2","6","2 / 6","two-view abstention gate (never fired)","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Byte-identical to the direct arm."
"F21","ARKitScenes","arkitscenes_41069025","evidence-aware hybrid","spatial QA answering — representation kill test, 6 common room-observable questions","unanswered","0","6","0 / 6","two-view abstention gate (never fired)","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Gate never had a candidate to reject; every visual answer cited at least two valid frames."
"F22","ARKitScenes","arkitscenes_41069025","evidence-aware hybrid","spatial QA answering — representation kill test, 6 common room-observable questions","coverage","—","6","1.000","two-view abstention gate (never fired)","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Gitignored report decision/hybrid_coverage = 1.0."
"F23","ARKitScenes","arkitscenes_41069025","evidence-aware hybrid","spatial QA answering — representation kill test, 6 common room-observable questions","exact accuracy","4","6","0.667","two-view abstention gate (never fired)","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Identical to direct VLM by construction on this key."
"F24","ARKitScenes","arkitscenes_41069025","evidence-aware hybrid","spatial QA answering — representation kill test, 6 common room-observable questions","false-confident rate","—","6","0.333","two-view abstention gate (never fired)","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Gitignored report: 0.3333."
"F25","ARKitScenes","arkitscenes_41069025","evidence-aware hybrid vs best single arm","predeclared screening decision rule","absolute exact-accuracy gain vs best single arm (required >= 0.10)","—","6","0.0000 (required >= 0.10) — MISSED","gain >= 0.10","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","The doc records BEFORE scoring that this clause was 'unreachable in this configuration' whatever the blinded model answered, because the hybrid can only convert a visual answer into an abstention. Recording the prediction before the score is what makes proceed=false a test outcome rather than a story fitted afterwards."
"F26","ARKitScenes","arkitscenes_41069025","evidence-aware hybrid vs lowest single arm","predeclared screening decision rule","wrong-answer reduction (required >= 0.30 at coverage >= 0.60)","—","6","0.0000 (required >= 0.30) — MISSED","wrong-answer reduction >= 0.30 at coverage >= 0.60","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Came in at exactly 0.0000 because the abstention gate never fired. Doc: 'Evidence sufficiency was NOT meaningfully tested.'"
"F27","ARKitScenes","arkitscenes_41069025","kill test as a whole","predeclared screening decision rule","proceed to a larger hybrid","—","—","false","both clauses missed at exactly zero","deployable","kill_test_41069025_common6 (n=6)","development","docs/arkitscenes_representation_kill_test.md","e14d8fe","Decision: use direct visual QA for the immediate demo; make relation evidence the next engineering task, not a bigger router. Gitignored report: decision/proceed = False."
"F28","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","geometry_relation_ceiling","NEAR relation answering — relation challenge, 12 authored / 10 scored","correct","7","10","7 / 10","NEAR = 1.0 m, aabb_to_aabb_surface, strict less-than","identity_oracle","relation_challenge_v1 (12 authored, 10 scored, 2 owner-ambiguous excluded)","development — both scenes used throughout the project","docs/arkitscenes_relation_challenge.md","b33abed","NOT DEPLOYABLE. Identity comes from human-verified UID mappings; relations recomputed with the extractor's own aabb_to_aabb_surface. Doc marks deployable = 'no'; gitignored report carries warning 'consumes human-verified identity; never quote as deployable system performance'. Denominator 10 confirmed from the TRACKED key eval/human_feedback/arkitscenes_relation_challenge_key_v1.json (12 items, 2 marked ambiguous)."
"F29","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","geometry_relation_ceiling","NEAR relation answering — relation challenge, 10 scored","wrong","1","10","1 / 10","NEAR = 1.0 m aabb_surface","identity_oracle","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","The single error is q42_bin_bed_near_desk. Doc corrects the predeclared reading: it is a CONVENTION divergence, not a geometry failure — bed-to-desk AABB-surface 0.320 m, true point-cloud nearest 0.633 m, both under the declared 1.0 m rule, so NEAR either way; the owner applied a stricter notion of near."
"F30","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","geometry_relation_ceiling","NEAR relation answering — relation challenge, 10 scored","unanswered","2","10","2 / 10","NEAR = 1.0 m aabb_surface","identity_oracle","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","q25_set_near_sofa and q42_set_near_window — exhaustive-set items whose roster contains an object never delivered (striped rug; white radiator). Not a scoring rule: the objects are not there."
"F31","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","geometry_relation_ceiling","NEAR relation answering — relation challenge, 10 scored","coverage","—","10","0.800","NEAR = 1.0 m aabb_surface","identity_oracle","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","SOURCE CAVEAT: this coverage value is NOT stated in any tracked doc. The tracked relation-challenge doc gives only the tally (7/1/2, excl 2) and accuracy 0.700; docs/direct_rgb_product_path.md lists coverage for four arms but not for this one. 0.800 was read only from GITIGNORED runs/arkit_relation_challenge/report.json (arms/geometry_relation_ceiling/summary/coverage). source_is_tracked=false accordingly."
"F32","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","geometry_relation_ceiling","NEAR relation answering — relation challenge, 10 scored","exact accuracy","7","10","0.700","NEAR = 1.0 m aabb_surface","identity_oracle","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","MUST NOT be quoted as deployable performance. Doc: 'Geometry is adequate only in a bounded sense' — adequate for delivered objects a human resolved to a UID, under the declared 1.0 m convention."
"F33","ARKitScenes","arkitscenes_41069025","geometry_relation_ceiling","NEAR relation answering — relation challenge, per-scene","correct (per scene)","5","6","5 / 6 correct, 0 wrong","NEAR = 1.0 m aabb_surface","identity_oracle","relation_challenge_v1 per-scene (41069025, n=6 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","Doc: 'Per scene, ceiling: 41069025 5/6 correct, 0 wrong'. Denominator 6, NOT 10 — do not merge with the pooled row. 7 authored in this scene, 1 excluded owner-ambiguous."
"F34","ARKitScenes","arkitscenes_41069042","geometry_relation_ceiling","NEAR relation answering — relation challenge, per-scene","correct (per scene)","2","4","2 / 4 correct, 1 wrong","NEAR = 1.0 m aabb_surface","identity_oracle","relation_challenge_v1 per-scene (41069042, n=4 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","Doc: '41069042 2/4 correct, 1 wrong'. Denominator 4, NOT 10. 5 authored in this scene, 1 excluded owner-ambiguous."
"F35","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","stored_graph_human_identity","NEAR relation answering — relation challenge, 10 scored","correct","7","10","7 / 10","serialized NEAR edges + stored distance_m; recomputes no geometry","identity_oracle","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","NOT DEPLOYABLE — identity oracle. Human-verified UID mappings; answers read only edges the extractor serialized. Gitignored report warning: 'consumes human-verified identity; diagnostic only'. This is the arm docs/direct_rgb_product_path.md labels 'stored graph + human identity | 7/10 | 0.80 | no — identity oracle'."
"F36","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","stored_graph_human_identity","NEAR relation answering — relation challenge, 10 scored","wrong","1","10","1 / 10","serialized NEAR edges only","identity_oracle","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","Same item as the ceiling (q42_bin_bed_near_desk); the two arms agree 12/12."
"F37","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","stored_graph_human_identity","NEAR relation answering — relation challenge, 10 scored","unanswered","2","10","2 / 10","serialized NEAR edges only","identity_oracle","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","Same two exhaustive-set items as the ceiling."
"F38","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","stored_graph_human_identity","NEAR relation answering — relation challenge, 10 scored","coverage","—","10","0.80","serialized NEAR edges only","identity_oracle","relation_challenge_v1 (10 scored)","development","docs/direct_rgb_product_path.md","c8e200d","Stated in the tracked doc's arm table, explicitly labelled 'no — identity oracle'. Gitignored runs/arkit_relation_challenge/report.json agrees (0.8)."
"F39","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","stored_graph_human_identity","NEAR relation answering — relation challenge, 10 scored","exact accuracy","7","10","0.700","serialized NEAR edges only","identity_oracle","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","MUST NOT be quoted as deployable performance. This is the ceiling the grounding bridge was scored against."
"F40","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","delivered_graph (exact match on learned display_label)","NEAR relation answering — relation challenge, 10 scored","correct","0","10","0 / 10","exact-match on learned display_label","delivered","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","Deployable (no human key), and it scored zero. Pre-registered BEFORE any key existed: the label stage resolves exactly one anchor across both scenes (long narrow desk -> obj_14), so delivered-graph-unique wins were zero BY CONSTRUCTION. Doc: 'A zero here is a fact about instance naming, and must not be read as evidence about graphs.'"
"F41","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","delivered_graph (exact match on learned display_label)","NEAR relation answering — relation challenge, 10 scored","wrong","0","10","0 / 10","exact-match on learned display_label","delivered","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","Doc insists on '0 correct', not 'answered nothing' — in the kill test the same structured arm returned 5 wrong of 6; here it abstained. Different failures, different denominators, do not collapse."
"F42","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","delivered_graph (exact match on learned display_label)","NEAR relation answering — relation challenge, 10 scored","unanswered","10","10","10 / 10","exact-match on learned display_label","delivered","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","Abstained on all ten exactly as pre-registered. (Over all 12 authored items: abstained 10, excluded 2.)"
"F43","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","delivered_graph (exact match on learned display_label)","NEAR relation answering — relation challenge, 10 scored","coverage","0","10","0.00","exact-match on learned display_label","delivered","relation_challenge_v1 (10 scored)","development","docs/direct_rgb_product_path.md","c8e200d","Gitignored report agrees (coverage 0.0, accuracy_when_answered = null)."
"F44","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","delivered_graph (exact match on learned display_label)","NEAR relation answering — relation challenge, 10 scored","exact accuracy","0","10","0.000","exact-match on learned display_label","delivered","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","This is the deployable floor the grounding bridge was built to lift."
"F45","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","grounded_delivered_graph (oracle-free OpenCLIP crop grounding + serialized NEAR edges)","NEAR relation answering — relation challenge, 10 scored","correct","2","10","2 / 10","admission: top aggregate entity must win >= 2 view slots; no numeric confidence threshold","delivered","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_grounding_bridge.md","d6baa42","DEPLOYABLE (gitignored report: deployable=True, identity_source='oracle-free grounding sidecar 51b56774262146de'). Doc warns the 2/0/8 is composition luck, not a safety property: a question abstains if ANY anchor abstains, so mis-grounded anchors mostly landed in already-abstaining questions."
"F46","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","grounded_delivered_graph","NEAR relation answering — relation challenge, 10 scored","wrong","0","10","0 / 10",">= 2 agreeing view slots","delivered","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_grounding_bridge.md","d6baa42","Doc: 'On a question whose anchors all resolved wrongly, this arm would answer confidently and wrongly.' Zero wrong here is not a demonstrated safety property."
"F47","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","grounded_delivered_graph","NEAR relation answering — relation challenge, 10 scored","unanswered","8","10","8 / 10",">= 2 agreeing view slots","delivered","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_grounding_bridge.md","d6baa42","Gitignored report: per-scene 41069025 tally 2 correct / 4 unanswered (n=6); 41069042 tally 0 correct / 4 unanswered (n=4). The tracked grounding doc states only the pooled 2/0/8; the excluded-2 count for this arm appears only in the gitignored report."
"F48","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","grounded_delivered_graph","NEAR relation answering — relation challenge, 10 scored","coverage","2","10","0.20",">= 2 agreeing view slots","delivered","relation_challenge_v1 (10 scored)","development","docs/direct_rgb_product_path.md","c8e200d","Numerator 2 = the two answered items, which were also the two correct ones (0 wrong). Gitignored report agrees (coverage 0.2, accuracy_when_answered 1.0)."
"F49","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","grounded_delivered_graph","NEAR relation answering — relation challenge, 10 scored","exact accuracy","2","10","0.200",">= 2 agreeing view slots","delivered","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_grounding_bridge.md","d6baa42","Doc: 'Grounding closed roughly a fifth of the gap between exact-label matching (0.000) and perfect identity (0.700).'"
"F50","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","blinded_rgb_vlm","NEAR relation answering — relation challenge, 10 scored","correct","7","10","7 / 10","18-frame survey packet per scene; blinded, one fresh context per scene","deployable","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","Deployable, needs no mapping/bridge/graph. Ties the identity oracle at 7/10 but ON DIFFERENT ITEMS: structure uniquely won q42_cmp_picture_drawers_vs_bed; RGB uniquely won q25_set_near_sofa (and that win is over an INSTANCE-DELIVERY hole — the striped rug is not in the delivered partition — not over spatial reasoning)."
"F51","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","blinded_rgb_vlm","NEAR relation answering — relation challenge, 10 scored","wrong","2","10","2 / 10","18-frame survey packet per scene","deployable","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","q42_bin_bed_near_desk (same error as the structured arms) plus q42_set_near_window (included the white radiator and the bed where the owner named only the cream curtain)."
"F52","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","blinded_rgb_vlm","NEAR relation answering — relation challenge, 10 scored","unanswered","1","10","1 / 10","18-frame survey packet per scene","deployable","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","q42_cmp_picture_drawers_vs_bed — declined outright with 0 citations; owner recorded it at ONE view."
"F53","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","blinded_rgb_vlm","NEAR relation answering — relation challenge, 10 scored","coverage","—","10","0.90","18-frame survey packet per scene","deployable","relation_challenge_v1 (10 scored)","development","docs/direct_rgb_product_path.md","c8e200d","Gitignored report agrees (0.9); accuracy_when_answered 0.7778, false_confident_rate 0.2222."
"F54","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","blinded_rgb_vlm","NEAR relation answering — relation challenge, 10 scored","exact accuracy","7","10","0.700","18-frame survey packet per scene","deployable","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","The only 0.700 on this key that is deployable. Per-scene split is very uneven (gitignored report: 41069025 6/6, 41069042 1/4) — do not read the pooled 0.700 as uniform."
"F55","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","evidence_aware_hybrid","NEAR relation answering — relation challenge, 10 scored","correct","7","10","7 / 10","two-view sufficiency gate — PARKED 2026-08-17 as telemetry only; never fired","deployable","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","Doc: 'evidence_aware_hybrid is byte-identical to blinded_rgb_vlm again.' The gate has now survived two experiments without ever being exercised. Not an independent measurement."
"F56","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","evidence_aware_hybrid","NEAR relation answering — relation challenge, 10 scored","wrong","2","10","2 / 10","sufficiency gate parked; never fired","deployable","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","Identical to blinded_rgb_vlm."
"F57","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","evidence_aware_hybrid","NEAR relation answering — relation challenge, 10 scored","unanswered","1","10","1 / 10","sufficiency gate parked; never fired","deployable","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","Identical to blinded_rgb_vlm."
"F58","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","evidence_aware_hybrid","NEAR relation answering — relation challenge, 10 scored","coverage","—","10","0.900","sufficiency gate parked; never fired","deployable","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","SOURCE CAVEAT: not stated in any tracked doc (the tracked relation doc gives the tally and accuracy only; direct_rgb_product_path.md omits this arm). 0.900 read only from GITIGNORED runs/arkit_relation_challenge/report.json (arms/evidence_aware_hybrid/summary/coverage)."
"F59","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","evidence_aware_hybrid","NEAR relation answering — relation challenge, 10 scored","exact accuracy","7","10","0.700","sufficiency gate parked; never fired","deployable","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","Because the gate never fired, parking it re-scores all five arms and the decision byte-identically."
"F60","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","delivered_graph vs blinded_rgb_vlm","continuation bar — relation challenge","delivered-graph-unique correct answers (bar >= 2, preferably one per scene)","0","10","0 (required >= 2) — BAR NOT MET",">= 2 delivered-graph-unique wins","delivered","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","n_graph_unique_wins = 0, meets_bar = false, exactly as pre-registered. Per scene 0 and 0. Doc: 'A ceiling win is not a graph win.'"
"F61","ARKitScenes","arkitscenes_41069042","geometry_relation_ceiling / stored_graph_human_identity vs blinded_rgb_vlm","diagnostic head-to-head — relation challenge","structure-unique wins over RGB (DIAGNOSTIC ONLY)","1","10","1 / 10","n/a","identity_oracle","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","q42_cmp_picture_drawers_vs_bed — structure answered 'bed', RGB returned unknown with 0 citations. DOES NOT COUNT toward the continuation bar: the ceiling consumes human identity. Gitignored report note: 'DIAGNOSTIC ONLY... a ceiling-unique win is NOT a graph win.'"
"F62","ARKitScenes","arkitscenes_41069025","blinded_rgb_vlm vs geometry_relation_ceiling / stored_graph_human_identity","diagnostic head-to-head — relation challenge","RGB-unique wins over structure (DIAGNOSTIC ONLY)","1","10","1 / 10","n/a","deployable","relation_challenge_v1 (10 scored)","development","docs/arkitscenes_relation_challenge.md","b33abed","q25_set_near_sofa. Doc: this is a win over an INSTANCE-DELIVERY hole (the striped rug is absent from the delivered partition), not over spatial reasoning. The correct answer is not expressible in the delivered partition at any layer."
"F63","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","geometry_relation_ceiling vs stored_graph_human_identity","relation-extraction audit","item-for-item agreement","12","12","12 / 12 (agreement rate 1.0, 0 disagreements)","identity is the only variable; the oracle replay never calls aabb_to_aabb_surface (AST-checked)","identity_oracle","relation_challenge_v1 audit (n=12 authored, NOT the 10-scored set)","development","docs/arkitscenes_relation_challenge.md","b33abed","DENOMINATOR IS 12, NOT 10 — this comparison runs over all authored items including both abstentions and the single error. Conclusion: relation extraction is CLEARED on this slice; naming alone binds. Both arms are identity oracles, so this clears extraction, it does not demonstrate deployable capability."
"F64","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","geometry_relation_ceiling vs delivered_graph","attribution partition — relation challenge","items in bucket 'ceiling correct, delivered unanswered'","7","12","7 / 12 (= 7 of the 10 scored items)","n/a","identity_oracle","relation_challenge_v1 attribution partition (n=12, verified to partition)","development","docs/arkitscenes_relation_challenge.md","b33abed","Full partition over 12: 7 ceiling-correct/delivered-unanswered; 2 ceiling-unanswerable-no-exhaustive-set; 1 ceiling wrong; 2 excluded no human answer. ZERO 'ceiling correct, delivered wrong' and ZERO 'ceiling unanswerable (no UID)'. Headline: naming and instance delivery bind, not relation extraction and not geometry."
"F65","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","all arms","key construction — relation challenge","items excluded as owner-ambiguous","2","12","2 / 12 excluded -> 10 scored","n/a","definition-change","relation_challenge_v1 (12 authored)","development","docs/arkitscenes_relation_challenge.md","b33abed","q25_cmp_rug_sofa_vs_counter and q42_cmp_radiator_window_vs_desk. Confirmed independently in the TRACKED key eval/human_feedback/arkitscenes_relation_challenge_key_v1.json (12 human_relation_truth rows, 2 with ambiguous=true). This is why 12 authored != 10 scored; scope marked definition-change because it is a key/scoring-set decision, not a model effect."
"F66","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","evidence_aware_hybrid sufficiency gate","secondary sufficiency subtest — relation challenge","times the two-view sufficiency gate fired","0","7","0 of 7 thin-evidence items (0 wrong answers suppressed, 0 correct answers suppressed)","gate requires >= 2 cited frames; PARKED as telemetry 2026-08-17","deployable","relation_challenge_v1 thin-evidence slice (n=7 of 12 authored)","development","docs/arkitscenes_relation_challenge.md","b33abed","Denominator 7 (owner-recorded 0- or 1-view items among the 12 authored) — NOT the 10-scored denominator. Doc: 'Seven of twelve items landed in the thin-evidence slice... but the gate never fired.' Doc elsewhere says 'Six of the twelve items carry an owner-recorded visibility of 0 or 1 view' — see contradictions."
"F67","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","oracle-free OpenCLIP crop-based grounding bridge (ViT-B-32-quickgelu / openai)","language-anchor -> delivered-entity UID grounding","anchor precision (correct admissions / all admissions)","7","12","0.583 (required >= 0.80) — FAIL","gate: precision >= 0.80; admission rule: top aggregate entity wins >= 2 view slots; NO numeric threshold swept","deployable","grounding_bridge_v1 (17 anchors, 15 human-resolvable, 12 admitted)","development — same two scenes, same seventeen anchors","docs/arkitscenes_grounding_bridge.md","d6baa42","Predeclared before any prediction; sidecar committed and hashed (51b56774262146de905ae8987f3fe8d5ddf970db6ae79a189b3854211a2a0f26) at 951269a BEFORE the human mappings were opened. Denominator is ALL admissions, not restricted to resolvable ones — an admission for an anchor with no human uid counts as incorrect. Cross-checked in the TRACKED sidecar eval/predictions/arkitscenes_anchor_grounding_v1.json: 8 admitted in 41069025 + 4 in 41069042 = 12."
"F68","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","oracle-free OpenCLIP crop-based grounding bridge","language-anchor -> delivered-entity UID grounding","anchor coverage (correct AND human-resolvable admissions / all human-resolvable anchors)","7","15","0.467 (required >= 0.60) — FAIL","gate: coverage >= 0.60 over human-resolvable delivered anchors","deployable","grounding_bridge_v1 (17 anchors, 15 human-resolvable)","development","docs/arkitscenes_grounding_bridge.md","d6baa42","DENOMINATOR IS 15 (human-resolvable anchors), NOT 12 and NOT 17 — do not merge with the precision row. Human-resolvable = owner's returned mapping gave a uid (not none/missing, not ambiguous). Gitignored report: 0.4667."
"F69","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","grounded_delivered_graph vs frozen blinded_rgb_vlm","deployable QA win count — grounding bridge gate 3","deployable graph-unique QA wins vs blinded RGB","0","10","0 (required >= 2) — FAIL","gate: >= 2 deployable graph-unique wins; ceiling wins never count","deployable","relation_challenge_v1 (10 scored) — the QA set the wins are counted over","development","docs/arkitscenes_grounding_bridge.md","d6baa42","Doc: 'Every item the grounded arm answered, blinded RGB also answered correctly.' Gitignored report: grounded_graph_unique_wins = [] (empty). Denominator is the 10 scored relation-challenge items."
"F70","ARKitScenes","arkitscenes_41069025 + arkitscenes_41069042 (merged)","oracle-free OpenCLIP crop-based grounding bridge","language-anchor -> delivered-entity UID grounding","anchors admitted","12","17","12 / 17 admitted; 15 / 17 human-resolvable; 7 admissions correct",">= 2 agreeing view slots","deployable","grounding_bridge_v1 (17 anchors)","development","docs/arkitscenes_grounding_bridge.md","d6baa42","Doc verbatim: '17 anchors, 15 human-resolvable, 12 admitted, 7 correct.' Confirmed against the TRACKED sidecar: 10 anchor entries in 41069025 + 7 in 41069042 = 17."
